fid,name,type,addr1,addr2,lon,lat,tel,city,gugun,create_date,erdsgn
14996,신기촌마을회관,간이운동장,전라남도 장성군 황룡면 신기촌길 74,신기촌마을회관,126.7750298,35.28370117,,전라남도,장성군,20140101,N
14997,신길공원,간이운동장,경기도 안산시 단원구 원곡본동,,126.755373,37.330859,031-481-2470,경기도,안산시,20161231,N
14998,신길공원,간이운동장,서울특별시 영등포구 도림로80길 6 (신길동),신길5동341-3,126.9054232,37.50175944,02-2670-3758,서울특별시,영등포구,19990101,N
14999,신길공원파크골프장,파크골프장,경기도 안산시 단원구 신길동 1748,,126.7554699,37.33164174,031-481-2151,경기도,안산시,20240101,N
15000,신길수영장,수영장,경기도 안산시 단원구 신길동  1438 삼익아파트,,126.7777037,37.3374193,031-481-4980,경기도,안산시,19981224,N
15001,신길야구장,야구장,경기 안산시 단원구 신길동 1376,,126.7606888,37.33960264,031-481-4990,경기도,안산시,20161107,N
15002,신길유수지,간이운동장,서울특별시 영등포구 신길동 53,,127.265434,36.49787653,02-2670-4054,서울특별시,영등포구,19990101,N
15003,신길유수지 체육시설,간이운동장,서울특별시 영등포구 영등포로 343-10 (신길동),,126.9185488,37.51622854,02-2670-3857,서울특별시,영등포구,20080101,N
15004,신길종합복지관 수영장,수영장,서울특별시 영등포구 영등포로84길 24-5 (신길동),,126.9214408,37.51117046,02-831-2755,서울특별시,영등포구,20030101,N
15005,신나네어린이공원 동네체육시설,간이운동장,충청북도 청주시 흥덕구 봉명동 665,,127.4645934,36.64392938,043-201-4435,충청북도,청주시,20170426,N
15006,신남동 테니스장,간이운동장,서울특별시 종로구 혜화동,,126.996298,37.583666,,서울특별시,종로구,20161231,N
15007,신남리 단체의숲 간이운동기구,간이운동장,,,128.0887778,37.96444856,,강원특별자치도,인제군,20171201,N
15008,신남리매화공원,간이운동장,경북 안동시 예안면 신남리 588-3,,128.9359874,36.73870136,054-840-4561,경상북도,안동시,20110101,N
15009,신남리정자골경로당,간이운동장,경상북도 안동시 예안면 신남리 115-1 정자골 경로당,,128.9453279,36.75188969,054-840-4561,경상북도,안동시,20230414,N
15010,신남전천후게이트볼장,전천후게이트볼장,강원특별자치도 인제군 남면 신남리 230-14,,128.0865053,37.97337438,033-462-0024,강원특별자치도,인제군,20030721,N
15011,신내공원 다목적체육관,구기체육관,서울특별시 중랑구 신내로21길 115-14 (신내동),,127.0894646,37.6112526,02-3422-4350,서울특별시,중랑구,20081219,N
15012,신내리어린이공원(게이트볼장),전천후게이트볼장,경기도 안성시 대덕면 내리 674,,127.2245746,37.00422406,031-678-6868,경기도,안성시,20140101,N
15013,신내마을,간이운동장,충청북도 충주시 앙성면 용대리 258-1 앙성초등학교,,127.7578074,37.1064677,043-850-2364,충청북도,충주시,20221101,N
15014,신노전마을 체육시설,간이운동장,부산광역시 강서구 대저2동,,128.919294,35.133958,051-970-4122,부산광역시,강서구,20161231,N
15015,신단동네 체육시설,간이운동장,충청북도 충주시 신니면 신청리 462-14,,127.7324057,37.00930502,043-850-6621,충청북도,충주시,20180223,N
15016,신답천 소규모체력단련기구,간이운동장,인천 옹진군 영흥면 내리 1780-1,,126.4832855,37.26335461,032-899-3814,인천광역시,옹진군,20240101,N
15017,신당1리 마을회관,간이운동장,경북 경주시 천북면 신당리 460-8,,129.24624,35.90130751,054-779-8302,경상북도,경주시,20160101,N
15018,신당1리체육시설,간이운동장,경상북도 구미시 산동면,,128.421936,36.156024,,경상북도,구미시,20161231,N
15019,신당2리 마을쉼터,간이운동장,경북 경주시 천북면 신당리 904-10,,129.2392507,35.88952817,054-779-8302,경상북도,경주시,20110101,N
15020,신당2리 마을회관,간이운동장,경북 경주시 천북면 신당리 831-9,,129.2405992,35.88878083,054-779-8302,경상북도,경주시,20110101,N
15021,신당2리체육시설,간이운동장,경상북도 구미시 산동면,,128.431695,36.162269,,경상북도,구미시,20161231,N
15022,신당리 보호수 앞,간이운동장,인천광역시 강화군 송해면 대월로 394,,126.4731827,37.76291117,,인천광역시,강화군,20170531,N
15023,신당체육센터,생활체육관,대구광역시 달서구 신당동 1846-1,,128.4963225,35.85449052,053-670-3704,대구광역시,달서구,20250101,N
15024,신당체육센터,기타시설,대구광역시 달서구 신당동 1846-1,,128.4963225,35.85449052,053-670-3704,대구광역시,달서구,20250101,N
15025,신대 스포츠센터,기타체육시설(체력단련장),전라남도 순천시 해룡면 신대리 1980,신대,127.5504517,34.93676741,061-749-6418,전라남도,순천시,20210223,N
15026,신대1리 동네체육시설,간이운동장,충북 청주시 청원구 북이면 신대리 265-2,,127.5400602,36.73912243,043-201-8653,충청북도,청주시,20191129,N
15027,신대2리 동네체육시설,간이운동장,충청북도 청주시 청원구 북이면 신대리 202,,127.5311476,36.73906162,043-201-8653,충청북도,청주시,20170426,N
15028,신대2리실내게이트볼장,전천후게이트볼장,강원특별자치도 홍천군 남면 신대리 419-6,,127.8151389,37.57322898,033-430-2443,강원특별자치도,홍천군,20120116,N
15029,신대레포츠공원국궁장(화궁정),국궁장,경기도 평택시 평남로 178-70 (신대동),,127.0639285,36.99443071,031-8024-3350,경기도,평택시,20020101,N
15030,신대레포츠공원축구장,축구장,경기도 평택시 평택로163번길 29-1 (신대동),,127.0653682,36.99390009,031-8024-3350,경기도,평택시,20020101,N
15031,신대레포츠공원테니스장,테니스장,신대동 621-10,,127.0646336,36.99393293,031-8024-3350,경기도,평택시,20020101,N
15032,신대리 동네체육시설물,간이운동장,경상북도 영천시 금호읍 신대리 651-5,,128.8644551,35.91039588,054-339-7015,경상북도,영천시,20220426,N
15033,신대마을 소규모 체육시설,간이운동장,충청북도 충주시 중앙탑면 가흥리 782,,127.844524,37.07356661,043-850-2372,충청북도,충주시,20200617,N
15034,신대마을 체육시설,간이운동장,충청북도 충주시 수안보면 중산리 503-12,,127.9876696,36.88358562,043-850-6621,충청북도,충주시,20140314,N
15035,신대부적1어린이공원-1,간이운동장,경북 경산시 압량읍 신대리 632,,128.764733,35.83882632,053-810-6158,경상북도,경산시,20180101,N
15036,신대부적1어린이공원-2,간이운동장,경북 경산시 압량읍 신대리 632,,128.764733,35.83882632,053-810-6158,경상북도,경산시,20120830,N
15037,신대부적1어린이공원-3,간이운동장,경북 경산시 압량읍 신대리 632,,128.764733,35.83882632,053-810-6158,경상북도,경산시,20090101,N
15038,신대부적2어린이공원-1,간이운동장,경북 경산시 압량읍 신대리 470,,128.7634112,35.84086911,053-810-6158,경상북도,경산시,20090101,N
15039,신대부적2어린이공원-3(배드민턴장),간이운동장,경북 경산시 압량읍 신대리 470,,128.7634112,35.84086911,053-810-6158,경상북도,경산시,20080101,N
15040,신대부적3어린이공원-2,간이운동장,경북 경산시 압량읍 신대리 508,,128.7654425,35.84032104,053-810-6158,경상북도,경산시,20090101,N
15041,신대부적4어린이공원-2,간이운동장,경북 경산시 압량읍 신대리 416,,128.7645398,35.84282978,053-810-6158,경상북도,경산시,20090101,N
15042,신대부적4어린이공원-3,간이운동장,경북 경산시 압량읍 신대리 416,,128.7645398,35.84282978,053-810-6158,경상북도,경산시,20191112,N
15043,신대유청소년수영장,수영장,전라남도 순천시 해룡면 신대리 1980,신대 유·청소년수영장,127.5504517,34.93676741,061-749-6418,전라남도,순천시,20210215,N
15044,신덕1리,간이운동장,경상북도 영천시 청통면 신덕리 221,신덕리,128.8640362,35.97159391,054-339-7111,경상북도,영천시,20230310,N
15045,신덕1리 경,간이운동장,경상북도 영천시 청통면 신덕리 221,,128.8640362,35.97159391,054-339-7111,경상북도,영천시,20230310,N
15046,신덕1리 경로당,간이운동장,경상북도 안동시 임하면 신덕리 660-2 신덕1리마을회관,신덕1리경로당,128.82977,36.52307657,054-840-4411,경상북도,안동시,20220413,N
15047,신덕1리 동네체육시설(경로당),간이운동장,경상북도 영천시 청통면 신덕리 221,,128.8640362,35.97159391,054-339-7111,경상북도,영천시,20230310,N
15048,신덕2리 경로당,간이운동장,경북 안동시 임하면 신덕리 1352,,128.8253629,36.53429406,054-840-4414,경상북도,안동시,20230821,N
15049,신덕2리 동네체육시설,간이운동장,경상북도 영천시 신녕면 신덕리 223-1,,128.8072928,36.0320795,054-339-7242,경상북도,영천시,20191203,N
15050,신덕2리 이덕경로당 팔각정,간이운동장,경상북도 안동시 임하면 신덕리 1298-152 이덕마을회관,이덕경로당 팔각정,128.810723,36.52594894,054-840-4411,경상북도,안동시,20191101,N
15051,신덕2리 중들경로당,간이운동장,경상북도 안동시 임하면 신덕리 959,,128.8144743,36.53306089,054-840-4411,경상북도,안동시,20170101,N
15052,신덕마을 야외 게이트볼장,간이운동장,전북 진안군 마령면 덕천리 556-16,,127.3484171,35.75986109,063-430-2256,전북특별자치도,진안군,20180305,N
15053,신덕마을 체육시설,간이운동장,부산광역시 강서구 대저1동,,128.968024,35.200458,051-970-4124,부산광역시,강서구,19990101,N
15054,신덕마을 체육시설,간이운동장,부산광역시 강서구 강동동,,128.929033,35.198401,051-970-4122,부산광역시,강서구,19990101,N
15055,신덕마을회관 체육시설,간이운동장,부산광역시 강서구 강동동 1460-1,,128.9269487,35.20098775,051-970-4121,부산광역시,강서구,20190410,N
15056,신덕면 복지회관 체육시설,간이운동장,전라북도 임실군 신덕면 수천리 497 신덕면복지회관,,127.177851,35.68318248,063-640-2324,전북특별자치도,임실군,20020101,N
15057,신덕전천후게이트볼장,전천후게이트볼장,전라북도 임실군 신덕면 수천리 497 신덕면복지회관,,127.1780367,35.68323628,063-640-4224,전북특별자치도,임실군,20090119,N
15058,신도 경로당,간이운동장,전라남도 신안군 하의면 능산리 925,,125.9755498,34.59857209,,전라남도,신안군,20180228,N
15059,신도1리 게이트볼장,간이운동장,제주특별자치도 서귀포시 대정읍,,126.192179,33.279424,064-760-4014,제주특별자치도,서귀포시,20161231,N
15060,신도2리 게이트볼장,간이운동장,경상남도 진주시 정촌면,,128.106257,35.123147,064-760-4014,경상남도,진주시,20161231,N
15061,신도2리경로당 소규모체력단련기구,간이운동장,인천광역시 옹진군 북도면 신도리 927-5 신도1리마을회관,,126.4344641,37.52514518,032-899-2263,인천광역시,옹진군,20110501,N
15062,신도3리 게이트볼장,간이운동장,경상남도 진주시 정촌면,,128.106257,35.123147,064-760-4014,경상남도,진주시,20161231,N
15063,신도4리경로당 소규모체력단련기구,간이운동장,인천광역시 옹진군 북도면 신도리 515-1 고남마을노인정,,126.4412063,37.52091018,032-899-2263,인천광역시,옹진군,20110501,N
15064,신도림생활체육관,생활체육관,서울특별시 구로구 신도림동 324-4 신도림생활체육관,,126.8832339,37.51376259,02-1899-9912,서울특별시,구로구,20131031,N
15065,신도림생활체육관수영장,수영장,서울특별시 구로구 신도림동 324-4 신도림생활체육관,수영장,126.8832339,37.51376259,02-1899-9912,서울특별시,구로구,20161231,N
15066,신도선착장 소규모체력단련기구,간이운동장,인천광역시 옹진군 북도면 신도리 523-61,,126.4385472,37.51467352,032-899-2263,인천광역시,옹진군,20110501,N
15067,신도시게이트볼장,기타시설,경북 예천군 호명읍 산합리 1384,,128.4849518,36.57742971,054-650-6428,경상북도,예천군,20190101,N
15068,신도시생활축구장,간이운동장,경기도 안산시 단원구 호수동,,126.828624,37.306471,031-481-1759,경기도,안산시,20161231,N
15069,신도시운동장,간이운동장,경기도 안산시 고잔동 713-3,,126.8244605,37.30908297,031-481-4990,경기도,안산시,20170302,N
15070,신도시운동장,축구장,경기도 안산시 단원구 고잔동 713-3 호수생활체육관,,126.824569,37.30907854,031-481-2151,경기도,안산시,20030101,N
15071,신도시족구장,기타시설,경북 예천군 호명읍 금능리 747,,128.467191,36.57632169,054-650-6428,경상북도,예천군,20211231,N
15072,신도심2단계공원,간이운동장,전라남도 목포시 부흥동,,126.438509,34.798686,061-270-3635,전라남도,목포시,20161231,N
15073,신도안 정장리 족구장,기타시설,충청남도 계룡시 신도안면 정장리 6-9 국궁장(신도정),,127.2375801,36.30171722,042-840-2432,충청남도,계룡시,20151231,N
15074,신도안남선리테니스장,테니스장,충청남도 계룡시 신도안면 남선리 1235 군인아파트,,127.2416139,36.30028796,042-840-2432,충청남도,계룡시,20061231,N
15075,신도안면 야외 체육시설(농구장 등),간이운동장,충청남도 계룡시 신도안면,,127.242279,36.295382,042-553-4723,충청남도,계룡시,20161231,N
15076,신도안면 야외 체육시설(롤러스케이트장),간이운동장,충청남도 계룡시 신도안면,,127.24433,36.296378,042-840-2423,충청남도,계룡시,20161231,N
15077,신도안면 야외 체육시설(해군테니스장),간이운동장,충청남도 계룡시 신도안면,,127.246407,36.29468,042-553-4723,충청남도,계룡시,20161231,N
15078,신도안면 테니스장,간이운동장,충청남도 계룡시 신도안면,,127.23646,36.300161,042-553-4723,충청남도,계룡시,20161231,N
15079,신도안면 파크골프장,기타시설,충청남도 계룡시 신도안면 정장리 6-3,정장리 6번지 일원,127.2375025,36.30263721,042-840-2442,충청남도,계룡시,20180821,N
15080,신도안면 풋살경기장,기타시설,충청남도 계룡시 신도안면 남선리 1028 계룡대쇼핑타운,남선리 1286번지,127.2445657,36.29552883,042-840-2442,충청남도,계룡시,20180917,N
15081,신도안면 풋살구장,간이운동장,충청남도 계룡시 신도안면,,127.245919,36.295303,042-840-2423,충청남도,계룡시,20161231,N
15082,신도안면다목적구장,기타시설,충청남도 계룡시 신도안면 남선리 1216,,127.244957,36.30303437,042-840-2432,충청남도,계룡시,20181231,N
15083,신도어린이공원,간이운동장,경기 양주시 덕계동 576-3,,127.0409898,37.82510228,031-8082-7312,경기도,양주시,19990101,N
15084,신도정,국궁장,충남 계룡시 신도안면 정장리 6-9,,127.234342,36.29867462,042-840-2442,충청남도,계룡시,19961231,N
15085,신동 산책로 생활체육시설,간이운동장,강원특별자치도 춘천시 신사우동,,127.73344,37.925905,,강원특별자치도,춘천시,20161231,N
15086,신동1호 어린이공원,간이운동장,전라북도 익산시 남중동,,126.960783,35.954619,063-859-5461,전북특별자치도,익산시,20161231,N
15087,신동1호공원,간이운동장,전라북도 익산시 남중동,,126.960794,35.954574,063-859-5483,전북특별자치도,익산시,20161231,N
15088,신동2호공원,간이운동장,전라북도 익산시 신동,,126.955261,35.957285,063-859-5484,전북특별자치도,익산시,20161231,N
15089,신동3호공원,간이운동장,전라북도 익산시 신동,,126.958929,35.960071,063-859-5485,전북특별자치도,익산시,20161231,N
15090,신동4호공원,간이운동장,전라북도 익산시 신동,,126.961157,35.960865,063-859-5486,전북특별자치도,익산시,20161231,N
15091,신동5호공원,간이운동장,전라북도 익산시 신동,,126.964017,35.959767,063-859-5487,전북특별자치도,익산시,20161231,N
15092,신동6호공원,간이운동장,전라북도 익산시 신동,,126.948353,35.977083,063-859-5488,전북특별자치도,익산시,20161231,N
15093,신동7호공원,간이운동장,전라북도 익산시 신동,,126.965304,35.957063,063-859-5489,전북특별자치도,익산시,20161231,N
15094,신동8호공원,간이운동장,전라북도 익산시 신동,,126.942232,35.977801,063-859-5490,전북특별자치도,익산시,20161231,N
15095,신동9호공원,간이운동장,전라북도 익산시 신동,,126.945991,35.977442,063-859-5491,전북특별자치도,익산시,20161231,N
15096,신동게이트볼장,전천후게이트볼장,강원특별자치도 정선군 신동읍 조동리 224 실내게이트볼장,,128.6726529,37.21964066,033-560-2829,강원특별자치도,정선군,20050101,Y
15097,신동공설운동장,육상경기장,강원특별자치도 정선군 신동읍 조동리 223-2,,128.6712074,37.21922897,033-560-2829,강원특별자치도,정선군,19990101,Y
15098,신동공원,간이운동장,서울특별시 서초구 잠원동,,127.01458,37.514063,02-2155-6860,서울특별시,서초구,20161231,N
15099,신동그라운드골프장,골프연습장,강원특별자치도 정선군 신동읍 예미리 830,,127.265434,36.49787653,033-560-2829,강원특별자치도,정선군,19990101,Y
15100,신동리 생활체육시설,간이운동장,전라남도 진도군 임회면 임회신동길 60-5,,126.1987338,34.37456046,,전라남도,진도군,20170405,N
15101,신동마을 간이체육시설,간이운동장,전라남도 보성군 조성면 신동길 1-4,,127.2114584,34.78166245,,전라남도,보성군,20130101,N
15102,신동문화체육센터,간이운동장,서울특별시 서초구 잠원동,,127.012918,37.516915,02-533-8602,서울특별시,서초구,20161231,N
15103,신동아아파트,간이운동장,대전광역시 동구,,127.4548071,36.31176963,,대전광역시,동구,20171128,N
15104,신동아아파트 뒤,간이운동장,부산광역시 해운대구 반여동 1502-15,,129.1302761,35.21922918,051-749-4542,부산광역시,해운대구,20180212,N
15105,신동테니스장,테니스장,강원특별자치도 정선군 신동읍 조동리 223-1,,128.6715453,37.22013055,033-560-2829,강원특별자치도,정선군,20060101,Y
15106,신둔면 용면리 게이트볼장,전천후게이트볼장,경기도 이천시 신둔면 용면리 474-1,,127.3719426,37.29811183,,경기도,이천시,20180619,Y
15107,신둔면 용면리 게이트볼장,전천후게이트볼장,경기도 이천시 신둔면 용면리 474-1,,127.3719407,37.29811094,031-644-4315,경기도,이천시,19990101,N
15108,신둔면 체육공원 농구장,기타시설,경기도 이천시 신둔면 수광리 758,,127.3973778,37.31616456,031-644-4315,경기도,이천시,19990101,N
15109,신둔면체육공원 농구장,기타시설,경기도 이천시 신둔면 경충대로3234번길 37,,127.3973784,37.31616509,,경기도,이천시,20171124,N
15110,신둔면체육공원 다목적체육관,구기체육관,경기도 이천시 신둔면 경충대로3234번길 37,,127.3973784,37.31616509,031-644-8481,경기도,이천시,20150128,N
15111,신둔면체육공원 다목적체육관,생활체육관,경기도 이천시 신둔면 수광리 758,,127.3973778,37.31616456,031-644-4315,경기도,이천시,19990101,N
15112,신둔면체육공원 족구장,기타시설,경기도 이천시 신둔면 수광리 758,,127.3973778,37.31616456,031-644-4315,경기도,이천시,19990101,N
15113,신둔면체육공원 족구장,기타시설,경기도 이천시 신둔면 경충대로3234번길 37,,127.3973784,37.31616509,,경기도,이천시,20171124,N
15114,신둔면체육공원 축구장,축구장,경기도 이천시 신둔면 수광리 758,,127.3973778,37.31616456,031-644-4315,경기도,이천시,19990101,N
15115,신둔면체육공원 축구장,축구장,이천시 신둔면 수광리 758,,127.3983055,37.31570065,031-644-8481,경기도,이천시,20161231,N
15116,신등 게이트볼장,전천후게이트볼장,경상남도 산청군 신등면 양전리 176,,128.0117317,35.38840708,055-970-6433,경상남도,산청군,20090821,N
15117,신등 풋살장,기타시설,경상남도 산청군 신등면 양전리 163,,128.0121834,35.38709599,055-970-6433,경상남도,산청군,20090821,N
15118,신등농구장,기타시설,경상남도 산청군 신등면 양전리 163,,128.0121834,35.38709599,055-970-6432,경상남도,산청군,20090514,N
15119,신등면 가림마을 운동기구,간이운동장,경상남도 산청군 신등면 가술리 509-2,정자아래,128.0247472,35.3962241,055-970-8503,경상남도,산청군,20150605,N
15120,신등면 가림마을회관 운동기구,간이운동장,경상남도 산청군 신등면 가술리 509-7 가림마을회관,마을회관 앞,128.023101,35.39713086,055-970-8503,경상남도,산청군,20150605,N
15121,신등면 간공마을 운동기구,간이운동장,경남 산청군 신등면 간공리 463-1,,128.0431384,35.38731836,055-970-8504,경상남도,산청군,20230418,N
15122,신등면 구평마을 운동기구,간이운동장,경상남도 산청군 신등면 사정리 803-11,옆 마당,128.0287406,35.40861938,055-970-8503,경상남도,산청군,20170309,N
15123,신등면 남단마을 운동기구,간이운동장,경상남도 산청군 신등면 단계리 752-1 남단마을경로회관,,128.0127018,35.3783806,055-970-8503,경상남도,산청군,20200408,N
15124,신등면 물산마을 운동기구,간이운동장,경상남도 산청군 신등면 평지리 533-9 물산경로당,,128.005126,35.41991075,055-970-8503,경상남도,산청군,20200402,N
15125,신등면 법물마을 운동기구,간이운동장,경상남도 산청군 신등면 평지리 790-4 법물새마을회관,앞마당,128.005278,35.41351539,055-970-8503,경상남도,산청군,20110101,N
15126,신등면 법서마을 운동기구,간이운동장,경상남도 산청군 신등면 평지리 884-3 법서마을경로당,,128.0047698,35.41201377,055-970-8503,경상남도,산청군,20160727,N
15127,신등면 북단마을 운동기구-1,간이운동장,경남 산청군 신등면 단계리 855-1,물방아재공원 입구,128.0051549,35.38366257,055-970-8503,경상남도,산청군,20130422,N
15128,신등면 서단마을 뒷산 운동기구,간이운동장,경상남도 산청군 신등면 단계리 산66,등산로 주변,128.0077147,35.38002135,055-970-8503,경상남도,산청군,20100101,N
15129,신등면 서단마을 운동기구,간이운동장,경상남도 산청군 신등면 단계리 산66,정상,128.0077147,35.38002135,055-970-8503,경상남도,산청군,19990101,N
15130,신등면 손항마을 운동기구,간이운동장,경상남도 산청군 신등면 장천리 1233-2 손항경로당,앞마당,127.9818455,35.42666763,055-970-8503,경상남도,산청군,20170424,N
15131,신등면 양전마을 운동기구,간이운동장,경상남도 산청군 신등면 양전리 104-1,마을회관 앞,128.0090728,35.38386181,055-970-8503,경상남도,산청군,20180316,N
15132,신등면 연산마을 운동기구,간이운동장,경상남도 산청군 신등면 간공리 217-1 연산경로당,경로당 앞,128.0522939,35.39963274,055-970-8503,경상남도,산청군,20190325,N
15133,신등면 월평마을 운동기구,간이운동장,경상남도 산청군 신등면 가술리 139 월평경로당,,128.0295591,35.40053428,055-970-8503,경상남도,산청군,20160726,N
15134,신등면 율현마을 운동기구,간이운동장,경상남도 산청군 신등면 율현리 409 율현동회관,마을회관 앞,127.9785504,35.41073438,055-970-8503,경상남도,산청군,20140101,N
15135,신등면 이교마을 운동기구,간이운동장,경상남도 산청군 신등면 장천리 731-4 이교마을경로당,옆마당,127.9955373,35.43078593,055-970-8503,경상남도,산청군,20180405,N
15136,신등면 작산마을 운동기구,간이운동장,경상남도 산청군 신등면 가술리 1036-13 작산경로당,작산경로당 앞,128.0121414,35.40842399,055-970-8503,경상남도,산청군,20190731,N
15137,신등면 장천마을 운동기구,기타시설,경상남도 산청군 신등면 장천리 395 장천마을회관,장천마을회관,127.9960452,35.4024594,055-970-8504,경상남도,산청군,20250708,N
15138,신등면 장천마을 운동기구,간이운동장,경상남도 산청군 신등면 장천리 395 장천마을회관,장천마을회관,127.9960452,35.4024594,,경상남도,산청군,20250708,N
15139,신등면 척지마을 운동기구,간이운동장,경상남도 산청군 신등면 모례리 1065,척지마을 경로당 앞,127.9508838,35.40399469,055-970-8503,경상남도,산청군,20190401,N
15140,신등면 청산마을 운동기구,간이운동장,경상남도 산청군 신등면 가술리 920-1 청산마을경로당,청산마을 경로당,128.0137356,35.40306317,055-970-8503,경상남도,산청군,20220413,N
15141,신등원정 경로당 동네체육시설,간이운동장,광주광역시 광산구 등임동 9-1 신등임정경로당,,126.7696982,35.19415121,062-960-9924,광주광역시,광산구,20171226,N
15142,신등족구장,기타시설,경상남도 산청군 신등면 양전리 163,,128.0121834,35.38709599,055-970-6432,경상남도,산청군,20090514,N
15143,신등테니스장(장승배기 생태공원),테니스장,경상남도 산청군 신등면 양전리 163,장승배기 생태공원,128.0122716,35.38772687,055-970-6433,경상남도,산청군,20090514,N
15144,신등파크골프장,기타시설,경남 산청군 신등면 단계리 870,,128.0034999,35.38436852,055-970-6432,경상남도,산청군,20231201,N
15145,신라왕경숲,간이운동장,경상북도 경주시 보문동 43-24,,129.2508497,35.84255488,054-779-8401,경상북도,경주시,20150101,N
15146,신락공원 동네체육시설,간이운동장,대구광역시 북구 관음동,관음동 1251,128.544586,35.944713,053-665-2865,대구광역시,북구,20161009,N
15147,신례1리 공터,간이운동장,제주특별자치도 서귀포시 남원읍,,126.620019,33.293712,064-760-4134,제주특별자치도,서귀포시,20161231,N
15148,신례원게이트볼장,전천후게이트볼장,충청남도 예산군 신암면 충서로 1313-44,,126.8294405,36.72648169,,충청남도,예산군,20161231,N
15149,신례원게이트볼장,간이운동장,충청남도 예산군 예산읍,,126.830448,36.726512,041-339-7332,충청남도,예산군,20161231,N
15150,신례원족구장,간이운동장,충청남도 예산군 신암면 충서로 1313-44,창소리 151-2,126.832677,36.72589335,,충청남도,예산군,20171119,N
15151,신록어린이공원,간이운동장,서울특별시 은평구 녹번동,,126.938087,37.60521,02-351-8007,서울특별시,은평구,20161231,N
15152,신룡리 651-3,간이운동장,경북 김천시 개령면 신룡리 651-3,,128.1534821,36.15721085,054-420-7924,경상북도,김천시,20230301,N
15153,신리,간이운동장,부산광역시 기장군 철마면 구칠리 151-1 신리마을회,,129.1788393,35.2587484,051-709-4124,부산광역시,기장군,20180604,N
15154,신리천 둔치 게이트볼장,간이운동장,강원특별자치도 강릉시 주문진읍,,128.823692,37.88243,,강원특별자치도,강릉시,20161231,N
15155,신리천 산책로,간이운동장,강원특별자치도 강릉시 주문진읍 교항리 159-1,,128.8262437,37.88380059,033-640-5986,강원특별자치도,강릉시,20180823,N
15156,신림3리마을회관,간이운동장,,,128.0654928,37.24276294,,강원특별자치도,원주시,20170221,N
15157,신림고가도로체육시설,간이운동장,,신림리543-2 중앙고속도로아래,128.0830412,37.2307141,,강원특별자치도,원주시,20170221,N
15158,신림리게이트볼장,전천후게이트볼장,,신림리543-2 중앙고속도리밑,128.0830412,37.2307141,,강원특별자치도,원주시,20170221,N
15159,신림리운동기구,간이운동장,,,128.0872558,37.24517441,,강원특별자치도,원주시,20170221,N
15160,신림보건소운동기구,간이운동장,,,128.0800813,37.23049606,,강원특별자치도,원주시,20170221,N
15161,신림중농구장,간이운동장,,,128.0879378,37.22989795,,강원특별자치도,원주시,20170221,N
15162,신림체육센터,생활체육관,서울특별시 관악구 신림동  산197-31 신림다목적체육센타,,126.9160329,37.4800712,02-869-1888,서울특별시,관악구,20060313,N
15163,신림체육센터수영장,수영장,서울특별시 관악구 신림동  산197-31 신림다목적체육센타,1층,126.9160329,37.4800712,02-869-1888,서울특별시,관악구,20060313,N
15164,신망리 자전거도로,간이운동장,경기도 연천군 연천읍,,127.076446,38.125554,031-839-2621,경기도,연천군,20161231,N
15165,신매리 마을공터,간이운동장,충청북도 옥천군 청산면 신매리 605,,127.772722,36.32129016,,충청북도,옥천군,20170907,N
15166,신명,간이운동장,부산광역시 기장군 장안읍 명례리 산33-1 신명회관,,129.2613481,35.38401358,051-709-4124,부산광역시,기장군,20240417,N
15167,신명마을 체육시설,간이운동장,전라남도 신안군 신명동길 52,,126.1061434,35.09624867,,전라남도,신안군,20180228,N
15168,신반포1차,간이운동장,서울특별시 서초구 반포2동,,126.992309,37.504603,02-599-3453,서울특별시,서초구,20161231,N
15169,신반포2차,간이운동장,서울특별시 서초구 반포3동,,127.00447,37.511658,02-591-1863,서울특별시,서초구,20161231,N
15170,신반포2차앞 체련시설,간이운동장,서울특별시 서초구 반포3동,,127.002816,37.511397,02-2155-6860,서울특별시,서초구,20161231,N
15171,신반포3차앞 체련시설,간이운동장,서울특별시 서초구 반포2동,,126.99586,37.508243,02-2155-6860,서울특별시,서초구,20161231,N
15172,신반포4지구,간이운동장,서울특별시 서초구 잠원동,,127.01467,37.512756,02-591-4280,서울특별시,서초구,20161231,N
15173,신방1리 소공원 체육시설,간이운동장,경상북도 영천시 자양면 신방리 산5,817-1,129.0860803,36.0688152,054-339-7612,경상북도,영천시,20181015,N
15174,신방2리 경로당 체육시설,간이운동장,경상북도 영천시 자양면,,129.081587,36.068869,054-339-7612,경상북도,영천시,20161231,N
15175,신방리 쉼터,간이운동장,경북 경산시 남천면 신방리 397,,128.7767521,35.75695253,053-804-7654,경상북도,경산시,20110101,N
15176,신백생활체육공원,테니스장,충청북도 제천시 신백동 194-2,,128.2287885,37.12966978,043-641-5593,충청북도,제천시,20070601,N
15177,신법마을 체육시설,간이운동장,경남 밀양시 무안면 신법리 190-2,,128.6539699,35.48039463,055-359-5810,경상남도,밀양시,20130101,N
15178,신법삼거리,간이운동장,경상남도 밀양시 무안면 신법리 261-11,신법리 491-22,128.6533354,35.47990533,055-359-5780,경상남도,밀양시,20160101,N
15179,신복공원,간이운동장,인천광역시 부평구 장제로190번길 17-13 (부평동),인천광역시 부평구 부평동 916,126.7318796,37.50343198,,인천광역시,부평구,19850101,N
